;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);RADIACAO GLOBAL (KJ/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);UMIDADE RELATIVA DO AR, HORARIA (%);UMIDADE RELATIVA DO AR, HORARIA (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, RAJADA MAXIMA (m/s);VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s);VENTO, VELOCIDADE HORARIA (m/s);VENTO, VELOCIDADE HORARIA (m/s)
;sum;min;max;mean;mean;min;max;mean;min;max;mean;min;max;mean;min;max;mean;min;max;mean;min;max;mean
DATA (YYYY-MM-DD);;;;;;;;;;;;;;;;;;;;;;;
2016-08-23;0.0;953.0;953.0;953.0;;5.0;5.0;5.0;3.0;6.0;4.333333333333333;32.0;80.0;61.166666666666664;7.0;358.0;118.95833333333333;5.0;5.0;5.0;2.0;2.0;2.0
2016-08-24;0.0;;;;;11.0;14.0;12.5;4.0;4.0;4.0;29.0;81.0;55.083333333333336;1.0;129.0;52.958333333333336;;;;4.0;4.0;4.0
2016-08-25;0.0;947.0;947.0;947.0;1931.5;20.0;20.0;20.0;9.0;11.0;10.333333333333334;43.0;88.0;65.16666666666667;20.0;349.0;113.95833333333333;6.0;6.0;6.0;2.0;5.0;3.75
2016-08-26;0.0;943.0;946.0;944.6;1489.5;16.0;26.0;20.0;10.0;16.0;14.0;47.0;72.0;59.0;5.0;352.0;72.375;3.0;8.0;7.0;2.0;2.0;2.0
2016-08-27;0.0;943.0;945.0;944.0;;24.0;24.0;24.0;12.0;16.0;14.0;38.0;77.0;61.958333333333336;5.0;358.0;88.375;4.0;4.0;4.0;1.0;4.0;2.5
2016-08-28;0.0;940.0;940.0;940.0;147.0;18.0;21.0;19.5;9.0;16.0;13.25;44.0;88.0;56.333333333333336;10.0;273.0;104.41666666666667;4.0;9.0;6.5;1.0;2.0;1.5
2016-08-29;2.0;944.0;945.0;944.3333333333334;521.3333333333334;16.0;18.0;17.333333333333332;15.0;16.0;15.333333333333334;84.0;96.0;90.95833333333333;24.0;356.0;98.45833333333333;5.0;8.0;6.333333333333333;1.0;4.0;2.4
2016-08-30;0.0;940.0;941.0;940.5;580.5;19.0;19.0;19.0;15.0;16.0;15.666666666666666;77.0;97.0;91.08333333333333;1.0;335.0;205.70833333333334;8.0;8.0;8.0;3.0;4.0;3.5
2016-08-31;0.0;942.0;942.0;942.0;2.0;12.0;15.0;13.5;13.0;13.0;13.0;86.0;97.0;91.66666666666667;201.0;330.0;296.4583333333333;4.0;9.0;6.333333333333333;2.0;3.0;2.3333333333333335
2016-09-01;0.0;947.0;951.0;949.0;1198.0;13.0;17.0;15.0;12.0;12.0;12.0;68.0;98.0;87.95833333333333;41.0;323.0;165.79166666666666;4.0;6.0;4.666666666666667;2.0;3.0;2.5
2016-09-02;0.0;949.0;950.0;949.5;1.0;11.0;21.0;17.0;13.0;13.0;13.0;63.0;98.0;88.91666666666667;35.0;358.0;153.41666666666666;7.0;7.0;7.0;1.0;3.0;2.0
2016-09-03;5.0;950.0;950.0;950.0;0.0;12.0;13.0;12.25;12.0;12.0;12.0;91.0;97.0;95.45833333333333;112.0;267.0;164.91666666666666;5.0;7.0;6.0;2.0;3.0;2.25
2016-09-04;0.0;949.0;951.0;950.0;33.5;12.0;14.0;13.25;12.0;13.0;12.333333333333334;91.0;98.0;96.20833333333333;135.0;237.0;183.41666666666666;3.0;7.0;5.0;1.0;2.0;1.5
2016-09-05;0.0;;;;;13.0;14.0;13.5;;;;68.0;97.0;91.08333333333333;9.0;266.0;113.29166666666667;3.0;6.0;4.571428571428571;1.0;3.0;2.0
2016-09-06;5.0;943.0;943.0;943.0;1127.3333333333333;10.0;10.0;10.0;4.0;15.0;6.8;60.0;98.0;83.25;56.0;321.0;288.125;13.0;14.0;13.5;3.0;6.0;5.0
2016-09-07;0.0;945.0;946.0;945.5;;8.0;11.0;9.333333333333334;4.0;7.0;4.75;67.0;85.0;76.83333333333333;294.0;319.0;305.0416666666667;7.0;14.0;11.0;4.0;6.0;5.0
2016-09-08;0.0;949.0;949.0;949.0;188.0;10.0;10.0;10.0;8.0;9.0;8.75;67.0;90.0;80.125;271.0;335.0;290.125;5.0;5.0;5.0;3.0;3.0;3.0
2016-09-09;0.0;950.0;951.0;950.5;;;;;9.0;10.0;9.333333333333334;32.0;98.0;75.70833333333333;6.0;350.0;118.70833333333333;3.0;6.0;4.333333333333333;1.0;4.0;2.5
2016-09-10;0.0;949.0;949.0;949.0;;12.0;24.0;17.0;10.0;10.0;10.0;36.0;85.0;67.66666666666667;46.0;359.0;138.29166666666666;5.0;7.0;5.666666666666667;4.0;4.0;4.0
2016-09-11;0.0;948.0;948.0;948.0;;15.0;22.0;18.75;8.0;14.0;10.666666666666666;31.0;81.0;64.04166666666667;3.0;359.0;94.45833333333333;6.0;6.0;6.0;4.0;4.0;4.0
2016-09-12;0.0;933.0;943.0;936.6;457.0;16.0;27.0;20.0;12.0;15.0;13.333333333333334;41.0;84.0;67.875;1.0;360.0;121.16666666666667;;;;1.0;1.0;1.0
2016-09-13;5.0;934.0;936.0;935.0;95.0;15.0;21.0;18.0;17.0;17.0;17.0;44.0;96.0;75.04166666666667;6.0;349.0;232.70833333333334;9.0;12.0;11.25;5.0;6.0;5.5
2016-09-14;0.0;939.0;939.0;939.0;;13.0;15.0;14.0;;;;49.0;78.0;65.04166666666667;221.0;317.0;289.5;12.0;14.0;13.0;4.0;5.0;4.333333333333333
2016-09-15;0.0;944.0;944.0;944.0;;8.0;9.0;8.5;6.0;6.0;6.0;45.0;91.0;72.29166666666667;153.0;297.0;249.54166666666666;3.0;6.0;4.666666666666667;3.0;3.0;3.0
2016-09-16;0.0;945.0;948.0;946.5;;8.0;16.0;12.0;6.0;9.0;7.5;37.0;92.0;65.41666666666667;4.0;357.0;96.0;6.0;6.0;6.0;1.0;3.0;2.0
2016-09-17;0.0;942.0;944.0;943.0;2974.0;14.0;24.0;18.75;;;;32.0;86.0;64.66666666666667;15.0;343.0;131.66666666666666;6.0;11.0;9.0;3.0;5.0;4.0
2016-09-18;0.0;942.0;944.0;943.0;432.5;15.0;22.0;18.75;15.0;15.0;15.0;63.0;89.0;74.375;18.0;302.0;146.95833333333334;4.0;7.0;5.5;2.0;2.0;2.0
2016-09-19;0.0;946.0;947.0;946.6666666666666;475.0;14.0;15.0;14.5;11.0;12.0;11.5;49.0;95.0;76.54166666666667;130.0;278.0;203.70833333333334;2.0;5.0;3.0;1.0;1.0;1.0
2016-09-20;0.0;;;;83.0;9.0;9.0;9.0;4.0;8.0;5.666666666666667;59.0;90.0;72.20833333333333;116.0;305.0;201.58333333333334;4.0;6.0;4.75;2.0;4.0;2.8
2016-09-21;0.0;;;;1283.3333333333333;;;;8.0;8.0;8.0;39.0;93.0;70.79166666666667;41.0;340.0;99.29166666666667;5.0;6.0;5.5;1.0;3.0;2.0
2016-09-22;0.0;947.0;949.0;948.3333333333334;2134.0;18.0;22.0;20.333333333333332;10.0;10.0;10.0;40.0;85.0;66.25;10.0;334.0;127.83333333333333;5.0;9.0;7.333333333333333;2.0;3.0;2.3333333333333335
2016-09-23;0.0;948.0;948.0;948.0;;13.0;17.0;15.25;10.0;12.0;11.0;50.0;86.0;69.58333333333333;9.0;312.0;120.0;;;;2.0;3.0;2.5
2016-09-24;0.0;948.0;949.0;948.75;;10.0;16.0;13.0;9.0;9.0;9.0;49.0;95.0;75.20833333333333;106.0;282.0;180.04166666666666;4.0;7.0;5.5;2.0;4.0;3.0
2016-09-25;0.0;947.0;949.0;948.0;606.0;8.0;15.0;11.5;4.0;7.0;5.333333333333333;49.0;84.0;69.20833333333333;92.0;229.0;166.16666666666666;2.0;2.0;2.0;1.0;4.0;2.3333333333333335
2016-09-26;0.0;945.0;948.0;946.5;614.0;4.0;14.0;9.0;7.0;7.0;7.0;43.0;98.0;76.375;36.0;272.0;122.16666666666667;4.0;7.0;5.666666666666667;1.0;3.0;2.25
2016-09-27;0.0;946.0;947.0;946.5;2904.0;8.0;23.0;15.5;5.0;8.0;6.666666666666667;22.0;88.0;62.25;26.0;208.0;94.875;5.0;5.0;5.0;3.0;3.0;3.0
2016-09-28;0.0;943.0;946.0;944.75;30.0;26.0;26.0;26.0;8.0;8.0;8.0;32.0;78.0;56.416666666666664;15.0;349.0;144.20833333333334;4.0;7.0;5.0;;;
2016-09-29;0.0;946.0;946.0;946.0;1531.0;10.0;13.0;11.5;6.0;10.0;8.0;43.0;90.0;68.375;128.0;184.0;149.08333333333334;;;;4.0;5.0;4.333333333333333
2016-09-30;0.0;947.0;947.0;947.0;115.0;8.0;13.0;10.5;;;;47.0;87.0;70.20833333333333;57.0;162.0;112.54166666666667;7.0;9.0;8.0;4.0;4.0;4.0
2016-10-01;0.0;948.0;950.0;949.0;;16.0;16.0;16.0;8.0;8.0;8.0;40.0;82.0;67.75;4.0;328.0;86.125;7.0;8.0;7.5;3.0;3.0;3.0
2016-10-02;0.0;949.0;951.0;950.0;;13.0;20.0;16.5;9.0;11.0;10.0;36.0;83.0;66.83333333333333;11.0;149.0;69.79166666666667;6.0;6.0;6.0;2.0;6.0;4.0
2016-10-03;0.0;946.0;946.0;946.0;39.0;14.0;19.0;16.666666666666668;9.0;10.0;9.666666666666666;37.0;79.0;64.45833333333333;2.0;342.0;88.16666666666667;8.0;8.0;8.0;2.0;3.0;2.25
2016-10-04;0.0;944.0;945.0;944.3333333333334;;14.0;20.0;16.666666666666668;11.0;11.0;11.0;51.0;95.0;78.0;6.0;352.0;127.79166666666667;2.0;7.0;4.25;2.0;2.0;2.0
2016-10-05;0.0;937.0;944.0;941.6666666666666;;15.0;21.0;19.0;10.0;13.0;11.0;56.0;97.0;76.66666666666667;38.0;346.0;96.04166666666667;10.0;10.0;10.0;1.0;5.0;3.0
2016-10-06;6.0;936.0;939.0;937.2;;13.0;17.0;14.333333333333334;10.0;12.0;11.0;62.0;95.0;84.875;73.0;156.0;109.58333333333333;8.0;8.0;8.0;3.0;4.0;3.3333333333333335
2016-10-07;0.0;940.0;941.0;940.6666666666666;;11.0;18.0;13.666666666666666;10.0;10.0;10.0;49.0;92.0;74.79166666666667;1.0;359.0;143.375;4.0;5.0;4.5;2.0;3.0;2.5
2016-10-08;0.0;940.0;943.0;941.5;1666.5;14.0;19.0;17.2;9.0;12.0;10.5;46.0;92.0;70.125;17.0;353.0;178.08333333333334;3.0;9.0;5.6;1.0;4.0;2.5
2016-10-09;0.0;946.0;946.0;946.0;3285.0;8.0;10.0;9.0;3.0;7.0;5.5;34.0;87.0;57.166666666666664;29.0;246.0;159.70833333333334;4.0;7.0;5.0;1.0;3.0;2.0
2016-10-10;0.0;949.0;951.0;950.0;;10.0;23.0;15.5;7.0;7.0;7.0;34.0;92.0;62.75;25.0;354.0;92.625;9.0;9.0;9.0;2.0;4.0;2.6666666666666665
2016-10-11;0.0;942.0;946.0;944.3333333333334;311.0;14.0;16.0;14.6;;;;54.0;83.0;68.04166666666667;6.0;347.0;93.33333333333333;6.0;9.0;8.0;3.0;3.0;3.0
2016-10-12;0.0;939.0;941.0;940.0;1325.0;18.0;18.0;18.0;13.0;13.0;13.0;67.0;90.0;77.34782608695652;3.0;100.0;41.95652173913044;9.0;9.0;9.0;4.0;5.0;4.25
2016-10-13;2.0;936.0;937.0;936.5;;16.0;17.0;16.5;15.0;16.0;15.5;59.0;96.0;80.33333333333333;44.0;320.0;202.125;9.0;9.0;9.0;4.0;4.0;4.0
2016-10-14;0.0;944.0;945.0;944.3333333333334;2098.0;19.0;19.0;19.0;15.0;16.0;15.6;57.0;95.0;81.83333333333333;35.0;268.0;140.16666666666666;1.0;9.0;5.0;1.0;1.0;1.0
2016-10-15;0.0;940.0;944.0;942.7142857142857;2341.0;18.0;18.0;18.0;15.0;16.0;15.5;61.0;89.0;75.29166666666667;6.0;358.0;98.20833333333333;8.0;9.0;8.5;2.0;5.0;3.4
2016-10-16;0.0;938.0;942.0;939.3333333333334;;;;;18.0;18.0;18.0;64.0;96.0;83.29166666666667;12.0;322.0;73.08333333333333;11.0;15.0;12.666666666666666;5.0;5.0;5.0
2016-10-17;40.0;940.0;942.0;941.0;;18.0;20.0;19.0;15.0;17.0;16.0;81.0;97.0;90.20833333333333;37.0;150.0;79.33333333333333;8.0;14.0;12.5;6.0;6.0;6.0
2016-10-18;8.0;941.0;943.0;942.0;83.0;16.0;18.0;17.5;15.0;17.0;16.0;91.0;97.0;95.04166666666667;29.0;327.0;98.08333333333333;3.0;7.0;5.25;1.0;5.0;2.6666666666666665
2016-10-19;6.0;941.0;941.0;941.0;14.0;18.0;18.0;18.0;17.0;17.0;17.0;91.0;97.0;94.79166666666667;39.0;182.0;86.20833333333333;;;;2.0;4.0;3.0
2016-10-20;0.0;938.0;941.0;939.0;;20.0;21.0;20.5;13.0;18.0;15.5;68.0;97.0;84.45833333333333;30.0;359.0;254.70833333333334;10.0;10.0;10.0;2.0;2.0;2.0
2016-10-21;0.0;946.0;947.0;946.5;;13.0;16.0;15.0;10.0;10.0;10.0;56.0;96.0;78.875;108.0;270.0;171.875;2.0;9.0;6.0;3.0;4.0;3.25
2016-10-22;0.0;945.0;947.0;946.6;2992.0;12.0;21.0;17.25;10.0;13.0;11.5;56.0;93.0;75.08333333333333;5.0;202.0;116.29166666666667;7.0;7.0;7.0;2.0;3.0;2.25
2016-10-23;0.0;945.0;946.0;945.25;979.5;16.0;19.0;17.5;;;;69.0;83.0;77.125;23.0;359.0;92.41666666666667;4.0;10.0;5.666666666666667;;;
2016-10-24;1.0;940.0;944.0;942.3333333333334;3557.0;20.0;24.0;22.333333333333332;18.0;20.0;19.0;59.0;95.0;81.125;2.0;352.0;113.5;4.0;5.0;4.5;2.0;2.0;2.0
2016-10-25;0.0;939.0;943.0;941.0;;17.0;20.0;18.5;16.0;16.0;16.0;68.0;97.0;83.58333333333333;26.0;312.0;92.08333333333333;11.0;11.0;11.0;6.0;6.0;6.0
2016-10-26;0.0;935.0;942.0;939.0;;18.0;21.0;19.333333333333332;16.0;18.0;17.0;77.0;95.0;86.31818181818181;12.0;331.0;127.45454545454545;9.0;9.0;9.0;3.0;4.0;3.5
2016-10-27;2.0;934.0;934.0;934.0;2069.0;12.0;16.0;14.0;11.0;17.0;13.5;59.0;97.0;84.83333333333333;219.0;305.0;261.875;9.0;11.0;10.0;3.0;3.0;3.0
2016-10-28;0.0;941.0;945.0;942.3333333333334;;8.0;12.0;10.333333333333334;4.0;7.0;5.333333333333333;53.0;95.0;71.625;143.0;258.0;222.25;7.0;12.0;9.5;2.0;4.0;3.0
2016-10-29;0.0;951.0;951.0;951.0;3549.0;10.0;22.0;16.6;7.0;10.0;8.666666666666666;43.0;90.0;71.41666666666667;36.0;153.0;103.33333333333333;4.0;6.0;5.0;2.0;2.0;2.0
2016-10-30;0.0;950.0;950.0;950.0;3828.0;24.0;24.0;24.0;10.0;10.0;10.0;34.0;88.0;63.833333333333336;3.0;351.0;55.583333333333336;6.0;9.0;7.0;2.0;2.0;2.0
2016-10-31;0.0;942.0;944.0;943.0;2194.5;14.0;29.0;23.0;11.0;13.0;12.0;35.0;83.0;58.291666666666664;2.0;360.0;110.20833333333333;9.0;11.0;10.166666666666666;4.0;5.0;4.666666666666667
2016-11-01;0.0;938.0;939.0;938.3333333333334;1120.0;25.0;25.0;25.0;13.0;19.0;15.8;47.0;87.0;73.91666666666667;16.0;266.0;67.29166666666667;7.0;11.0;9.333333333333334;1.0;5.0;3.6666666666666665
2016-11-02;7.0;939.0;941.0;940.0;310.0;15.0;20.0;17.0;7.0;15.0;12.5;60.0;97.0;84.66666666666667;13.0;358.0;227.95833333333334;6.0;26.0;12.666666666666666;1.0;4.0;2.75
2016-11-03;0.0;947.0;950.0;948.3333333333334;1433.0;8.0;11.0;9.666666666666666;6.0;6.0;6.0;43.0;91.0;67.41666666666667;65.0;327.0;229.875;5.0;5.0;5.0;2.0;3.0;2.2
2016-11-04;0.0;950.0;952.0;950.5;3586.0;17.0;23.0;19.6;4.0;10.0;6.8;30.0;88.0;58.791666666666664;54.0;328.0;145.08333333333334;4.0;4.0;4.0;2.0;2.0;2.0
2016-11-05;0.0;950.0;952.0;951.3333333333334;1585.0;;;;;;;27.0;94.0;52.166666666666664;13.0;153.0;80.54166666666667;7.0;7.0;7.0;3.0;3.0;3.0
2016-11-06;0.0;946.0;947.0;946.5;;26.0;26.0;26.0;12.0;13.0;12.666666666666666;31.0;78.0;57.416666666666664;14.0;359.0;127.375;2.0;9.0;5.5;3.0;3.0;3.0
2016-11-07;0.0;941.0;944.0;942.5;145.0;17.0;29.0;21.333333333333332;16.0;16.0;16.0;30.0;85.0;59.208333333333336;11.0;333.0;117.375;8.0;8.0;8.0;2.0;4.0;2.6666666666666665
2016-11-08;0.0;940.0;943.0;941.6666666666666;2204.0;21.0;28.0;23.666666666666668;14.0;17.0;15.75;39.0;80.0;61.25;3.0;293.0;101.25;;;;2.0;5.0;3.6666666666666665
2016-11-09;7.0;;;;730.75;18.0;18.0;18.0;17.0;17.0;17.0;66.0;96.0;87.75;1.0;327.0;126.5;7.0;7.0;7.0;1.0;4.0;2.5
2016-11-10;1.0;941.0;941.0;941.0;1830.5;17.0;25.0;20.75;16.0;16.0;16.0;56.0;97.0;82.58333333333333;88.0;309.0;262.0;4.0;8.0;6.0;2.0;3.0;2.25
2016-11-11;0.0;941.0;941.0;941.0;1383.0;14.0;20.0;16.666666666666668;14.0;14.0;14.0;62.0;91.0;76.58333333333333;12.0;318.0;118.875;;;;;;
2016-11-12;0.0;943.0;947.0;945.0;;12.0;21.0;16.5;1.0;8.0;4.5;35.0;78.0;52.916666666666664;81.0;174.0;116.70833333333333;6.0;8.0;7.333333333333333;3.0;5.0;4.0
2016-11-13;0.0;943.0;943.0;943.0;;21.0;21.0;21.0;7.0;14.0;11.0;35.0;82.0;64.41666666666667;2.0;334.0;101.375;5.0;12.0;8.0;3.0;5.0;3.75
2016-11-14;0.0;938.0;940.0;939.0;1935.0;;;;13.0;14.0;13.666666666666666;37.0;88.0;66.79166666666667;5.0;360.0;145.625;6.0;8.0;6.5;2.0;4.0;2.75
2016-11-15;0.0;934.0;937.0;935.5;;18.0;28.0;21.8;15.0;15.0;15.0;39.0;82.0;64.79166666666667;3.0;336.0;126.33333333333333;7.0;11.0;9.5;2.0;5.0;3.5
2016-11-16;0.0;;;;;17.0;22.0;19.0;16.0;16.0;16.0;50.0;94.0;79.41666666666667;3.0;301.0;181.70833333333334;5.0;7.0;6.0;1.0;3.0;2.0
2016-11-17;0.0;939.0;939.0;939.0;304.5;12.0;12.0;12.0;11.0;17.0;15.0;73.0;95.0;90.125;122.0;311.0;189.91666666666666;7.0;7.0;7.0;1.0;8.0;3.8
2016-11-18;0.0;944.0;947.0;945.4;877.0;6.0;8.0;7.0;;;;75.0;97.0;90.5;116.0;281.0;218.70833333333334;7.0;7.0;7.0;1.0;2.0;1.75
2016-11-19;0.0;943.0;948.0;946.4;1215.0;10.0;10.0;10.0;8.0;8.0;8.0;48.0;91.0;72.625;21.0;167.0;105.16666666666667;5.0;8.0;5.75;2.0;4.0;2.6666666666666665
2016-11-20;0.0;940.0;943.0;941.5;;12.0;12.0;12.0;;;;41.0;87.0;69.25;14.0;352.0;139.83333333333334;6.0;7.0;6.5;2.0;4.0;3.0
2016-11-21;0.0;;;;2322.0;20.0;24.0;22.666666666666668;11.0;14.0;12.833333333333334;44.0;84.0;66.66666666666667;27.0;346.0;161.95833333333334;2.0;11.0;6.0;4.0;4.0;4.0
2016-11-22;0.0;943.0;943.0;943.0;;;;;10.0;12.0;10.833333333333334;60.0;95.0;80.08333333333333;116.0;356.0;181.16666666666666;9.0;10.0;9.5;3.0;3.0;3.0
2016-11-23;0.0;941.0;943.0;942.0;3485.5;13.0;23.0;17.6;6.0;10.0;8.666666666666666;33.0;89.0;60.041666666666664;47.0;191.0;134.91666666666666;6.0;8.0;7.333333333333333;2.0;2.0;2.0
2016-11-24;0.0;943.0;945.0;943.6666666666666;1733.6666666666667;;;;9.0;13.0;11.0;29.0;82.0;53.333333333333336;60.0;162.0;104.75;7.0;7.0;7.0;3.0;3.0;3.0
2016-11-25;0.0;942.0;944.0;943.0;1652.0;;;;;;;46.0;86.0;68.79166666666667;12.0;268.0;119.5;5.0;6.0;5.5;2.0;3.0;2.3333333333333335
2016-11-26;0.0;943.0;943.0;943.0;2365.0;;;;17.0;19.0;17.333333333333332;46.0;92.0;71.95833333333333;24.0;357.0;110.29166666666667;5.0;7.0;6.0;3.0;3.0;3.0
2016-11-27;0.0;939.0;941.0;940.0;;21.0;21.0;21.0;18.0;20.0;18.4;57.0;95.0;76.16666666666667;4.0;348.0;116.75;4.0;7.0;6.0;1.0;6.0;3.0
2016-11-28;4.0;;;;43.666666666666664;19.0;21.0;19.666666666666668;19.0;19.0;19.0;80.0;97.0;91.69565217391305;33.0;294.0;179.6086956521739;3.0;7.0;4.4;1.0;3.0;2.0
2016-11-29;0.0;945.0;947.0;946.3333333333334;150.5;14.0;21.0;16.5;12.0;15.0;13.5;54.0;91.0;73.95833333333333;121.0;177.0;150.79166666666666;;;;2.0;2.0;2.0
2016-11-30;0.0;947.0;950.0;948.2;288.0;13.0;22.0;18.5;11.0;11.0;11.0;50.0;87.0;68.41666666666667;68.0;155.0;119.33333333333333;3.0;10.0;7.0;2.0;2.0;2.0
2016-12-01;0.0;944.0;945.0;944.5;3112.0;15.0;16.0;15.333333333333334;11.0;14.0;12.666666666666666;39.0;77.0;61.833333333333336;9.0;182.0;68.54166666666667;6.0;6.0;6.0;1.0;5.0;3.0
2016-12-02;0.0;945.0;945.0;945.0;580.0;24.0;24.0;24.0;14.0;14.0;14.0;53.0;79.0;66.16666666666667;9.0;340.0;121.83333333333333;4.0;10.0;6.75;2.0;5.0;3.0
2016-12-03;3.0;935.0;942.0;937.3333333333334;307.0;19.0;19.0;19.0;16.0;16.0;16.0;63.0;95.0;83.70833333333333;20.0;248.0;104.375;;;;;;
2016-12-04;5.0;936.0;938.0;937.0;0.0;16.0;20.0;18.0;14.0;16.0;14.75;69.0;97.0;86.54166666666667;90.0;253.0;159.79166666666666;4.0;7.0;5.0;1.0;5.0;2.5
2016-12-05;0.0;938.0;939.0;938.6666666666666;2253.6;12.0;24.0;20.0;11.0;12.0;11.5;38.0;89.0;64.375;7.0;211.0;121.875;5.0;7.0;6.4;;;
2016-12-06;0.0;939.0;940.0;939.5;2179.0;18.0;25.0;21.5;13.0;14.0;13.5;35.0;90.0;62.833333333333336;5.0;335.0;163.54166666666666;3.0;5.0;4.25;2.0;4.0;3.0
2016-12-07;0.0;939.0;939.0;939.0;1608.25;18.0;26.0;22.0;17.0;17.0;17.0;48.0;86.0;68.08333333333333;8.0;306.0;165.58333333333334;2.0;8.0;6.0;2.0;2.0;2.0
2016-12-08;0.0;939.0;940.0;939.5;0.0;17.0;25.0;22.0;15.0;16.0;15.5;35.0;93.0;72.20833333333333;21.0;290.0;132.25;6.0;9.0;8.0;;;
2016-12-09;0.0;941.0;941.0;941.0;;18.0;18.0;18.0;13.0;16.0;14.6;74.0;96.0;85.66666666666667;96.0;156.0;131.20833333333334;8.0;10.0;9.5;2.0;4.0;3.0
2016-12-10;0.0;934.0;939.0;937.3333333333334;537.0;18.0;18.0;18.0;16.0;18.0;17.0;58.0;89.0;76.16666666666667;6.0;297.0;135.33333333333334;7.0;8.0;7.666666666666667;2.0;4.0;3.0
2016-12-11;0.0;936.0;937.0;936.5;1653.0;22.0;28.0;24.8;18.0;18.0;18.0;33.0;95.0;67.70833333333333;24.0;359.0;222.79166666666666;3.0;9.0;5.75;1.0;2.0;1.5
2016-12-12;0.0;937.0;937.0;937.0;2430.0;;;;;;;37.0;80.0;61.416666666666664;8.0;297.0;142.58333333333334;3.0;5.0;4.333333333333333;1.0;4.0;2.0
2016-12-13;0.0;935.0;940.0;936.6666666666666;3381.0;23.0;28.0;25.5;16.0;18.0;17.0;43.0;88.0;67.375;34.0;347.0;159.04166666666666;;;;3.0;3.0;3.0
2016-12-14;0.0;943.0;946.0;945.0;1416.0;15.0;20.0;17.666666666666668;8.0;8.0;8.0;34.0;91.0;64.75;115.0;235.0;185.33333333333334;8.0;9.0;8.333333333333334;3.0;5.0;4.0
2016-12-15;0.0;948.0;951.0;949.6666666666666;;16.0;21.0;18.5;8.0;8.0;8.0;35.0;76.0;57.375;69.0;161.0;116.0;6.0;9.0;7.666666666666667;3.0;3.0;3.0
2016-12-16;0.0;950.0;951.0;950.5;1081.0;14.0;24.0;16.5;9.0;11.0;9.666666666666666;45.0;78.0;61.458333333333336;26.0;108.0;51.583333333333336;;;;4.0;4.0;4.0
2016-12-17;0.0;946.0;946.0;946.0;1626.0;;;;13.0;15.0;13.5;49.0;78.0;67.04166666666667;8.0;360.0;90.625;5.0;13.0;9.0;;;
2016-12-18;0.0;;;;1282.0;19.0;27.0;22.0;16.0;17.0;16.5;49.0;83.0;70.52173913043478;6.0;359.0;108.08695652173913;;;;;;
2016-12-19;0.0;942.0;942.0;942.0;1189.6666666666667;20.0;21.0;20.5;17.0;18.0;17.333333333333332;64.0;84.0;75.58333333333333;1.0;355.0;200.33333333333334;5.0;9.0;7.8;3.0;5.0;4.25
2016-12-20;0.0;;;;41.0;24.0;26.0;25.0;17.0;18.0;17.333333333333332;61.0;88.0;75.66666666666667;12.0;357.0;204.91666666666666;4.0;4.0;4.0;1.0;1.0;1.0
2016-12-21;0.0;940.0;941.0;940.3333333333334;3646.0;;;;15.0;15.0;15.0;39.0;89.0;69.375;1.0;353.0;141.54166666666666;5.0;8.0;5.8;2.0;2.0;2.0
2016-12-22;0.0;945.0;945.0;945.0;;28.0;28.0;28.0;17.0;18.0;17.666666666666668;46.0;89.0;70.91666666666667;22.0;340.0;145.16666666666666;6.0;6.0;6.0;4.0;4.0;4.0
2016-12-23;0.0;940.0;940.0;940.0;;21.0;26.0;24.5;18.0;19.0;18.25;69.0;89.0;77.08333333333333;5.0;359.0;220.16666666666666;5.0;11.0;7.5;2.0;4.0;3.0
2016-12-24;0.0;941.0;941.0;941.0;2181.3333333333335;27.0;28.0;27.5;;;;51.0;93.0;76.25;5.0;336.0;223.375;2.0;5.0;4.25;3.0;3.0;3.0
2016-12-25;0.0;937.0;941.0;939.3333333333334;1311.0;25.0;29.0;27.0;19.0;20.0;19.333333333333332;47.0;87.0;69.875;21.0;358.0;128.83333333333334;5.0;6.0;5.5;3.0;3.0;3.0
2016-12-26;1.0;937.0;939.0;938.0;21.0;23.0;31.0;28.0;;;;45.0;90.0;68.33333333333333;1.0;356.0;189.16666666666666;8.0;13.0;11.333333333333334;4.0;6.0;5.25
2016-12-27;2.0;939.0;941.0;940.0;450.5;23.0;23.0;23.0;21.0;21.0;21.0;65.0;93.0;85.66666666666667;5.0;299.0;136.29166666666666;3.0;3.0;3.0;2.0;3.0;2.6666666666666665
